"Tanggal","ID_Mahasiswa","Jenis_Kelamin","Program_Studi","Semester","IPK_Terakhir","Perangkat_Andal","Koneksi_Stabil","Jenis_Perangkat","Platform_Daring","Interaktif_Daring","Responsivitas_Dosen","Diskusi_Teman","Fitur_Interaktif","Motivasi_Daring","Materi_Menarik","Tujuan_Akademik","Faktor_Motivasi","Gangguan_Teknis","Fokus_Daring","Tantangan_Utama","Perlu_Ditingkatkan"
"20028","M0215","Laki-laki","Desain Produk",2,3.4,5,5,"Laptop","Google Meet",4,4,"Selalu","Chat",4,2,"Tidak","Tugas yang menarik","Tidak Pernah",1,"Gangguan teknis","Interaksi Mahasiswa, Kualitas Perangkat, Koneksi Internet"
"20014","M0216","Tidak ingin menyebutkan","Teknik Informatika",2,3.3,3,2,"Smartphone","Zoom",5,4,"Kadang-kadang","Tidak Ada",4,4,"Tidak","Efisiensi","Tidak Pernah",3,"Sulit bertanya dengan bebas","Kualitas Perangkat"
"19778","M0217","Perempuan","Desain Produk",1,3,2,4,"Laptop","Google Meet",1,4,"Selalu","Polling",2,1,"Tidak","Bisa belajar lebih dalam","Sering",1,"Kurang memahami materi sulit","Materi Kuliah, Lainnya, Interaksi Dosen"
"19414","M0218","Perempuan","Sains Data",8,2.2,4,5,"Tablet","Zoom",2,4,"Selalu","Chat",4,2,"Ya","Bisa belajar lebih dalam","Tidak Pernah",4,"Tidak bisa diskusi tatap muka","Interaksi Dosen, Koneksi Internet"
"20017","M0219","Laki-laki","Teknik Perminyakan",2,3.9,4,2,"Tablet","Google Classroom",3,4,"Tidak Pernah","Chat",3,3,"Ya","Bisa belajar lebih dalam","Selalu",1,"Tidak bisa diskusi tatap muka","Koneksi Internet"
"19520","M0220","Perempuan","Teknik Pertambangan",7,3.1,5,2,"Tablet","Google Meet",5,2,"Jarang","Breakout Rooms",2,1,"Ya","Fleksibilitas waktu","Kadang-kadang",5,"Sulit bertanya dengan bebas","Kualitas Perangkat, Koneksi Internet, Materi Kuliah"
"19595","M0221","Laki-laki","Sains Data",1,3.4,5,4,"Tablet","Google Classroom",1,2,"Tidak Pernah","Polling",4,3,"Ya","Fleksibilitas waktu","Jarang",1,"Sulit fokus","Materi Kuliah, Interaksi Mahasiswa, Interaksi Dosen"
"20030","M0222","Perempuan","Sains Data",3,2.6,2,4,"Laptop","Google Classroom",5,4,"Selalu","Chat",2,5,"Tidak","Tugas yang menarik","Tidak Pernah",4,"Kurang interaksi","Interaksi Mahasiswa, Interaksi Dosen, Lainnya"
"19935","M0223","Tidak ingin menyebutkan","Teknik Pertambangan",2,3.6,1,1,"Laptop","Google Meet",4,3,"Tidak Pernah","Chat",5,4,"Ya","Akses materi daring","Selalu",5,"Sulit bertanya dengan bebas","Koneksi Internet"
"19873","M0224","Tidak ingin menyebutkan","Desain Produk",3,3.3,5,1,"Tablet","Google Meet",2,2,"Jarang","Polling",5,2,"Tidak","Interaksi dosen","Tidak Pernah",2,"Gangguan teknis","Lainnya, Kualitas Perangkat, Materi Kuliah"
"19687","M0225","Perempuan","Teknik Informatika",6,3.8,3,2,"Tablet","Zoom",2,4,"Jarang","Polling",4,4,"Ya","Tugas yang menarik","Selalu",1,"Sulit bertanya dengan bebas","Interaksi Dosen, Koneksi Internet"
"19582","M0226","Perempuan","Sains Data",1,2.8,5,1,"Tablet","Google Classroom",3,3,"Kadang-kadang","Breakout Rooms",3,5,"Tidak","Akses materi daring","Selalu",1,"Sulit bertanya dengan bebas","Materi Kuliah, Koneksi Internet, Kualitas Perangkat"
"19746","M0227","Laki-laki","Sains Data",1,2.6,3,1,"Tablet","Google Classroom",4,1,"Jarang","Tidak Ada",4,5,"Ya","Interaksi dosen","Sering",4,"Koneksi internet lambat","Materi Kuliah"
"19474","M0228","Perempuan","Teknik Informatika",1,3.5,2,2,"Tablet","Google Meet",1,5,"Selalu","Breakout Rooms",2,1,"Tidak","Tugas yang menarik","Sering",2,"Sulit bertanya dengan bebas","Interaksi Mahasiswa, Materi Kuliah, Lainnya"
"19894","M0229","Tidak ingin menyebutkan","Teknik Pertambangan",6,3.4,3,2,"Smartphone","Google Meet",5,1,"Kadang-kadang","Tidak Ada",1,1,"Ya","Tugas yang menarik","Kadang-kadang",4,"Gangguan teknis","Interaksi Mahasiswa"
"20005","M0230","Perempuan","Teknik Perminyakan",5,2.9,1,2,"Tablet","Zoom",5,5,"Jarang","Tidak Ada",3,5,"Tidak","Interaksi dosen","Jarang",4,"Koneksi internet lambat","Interaksi Dosen, Materi Kuliah"
"19412","M0231","Tidak ingin menyebutkan","Teknik Perminyakan",6,3.6,4,3,"Smartphone","Google Meet",1,5,"Sering","Polling",2,3,"Ya","Fleksibilitas waktu","Kadang-kadang",2,"Gangguan teknis","Lainnya"
"19574","M0232","Laki-laki","Sains Data",1,2.6,2,3,"Smartphone","Google Classroom",1,3,"Selalu","Tidak Ada",5,4,"Tidak","Interaksi dosen","Kadang-kadang",1,"Gangguan teknis","Interaksi Mahasiswa"
"19954","M0233","Perempuan","Teknik Informatika",7,3.8,3,4,"Tablet","Google Meet",5,5,"Kadang-kadang","Tidak Ada",4,5,"Tidak","Bisa belajar lebih dalam","Kadang-kadang",2,"Sulit fokus","Interaksi Dosen"
"19914","M0234","Tidak ingin menyebutkan","Desain Produk",1,3.3,4,3,"Smartphone","Zoom",4,3,"Kadang-kadang","Breakout Rooms",5,2,"Ya","Interaksi dosen","Selalu",5,"Gangguan teknis","Interaksi Mahasiswa, Materi Kuliah"
"20015","M0235","Laki-laki","Teknik Perminyakan",7,3.6,2,4,"Laptop","Zoom",5,4,"Kadang-kadang","Tidak Ada",1,3,"Ya","Akses materi daring","Kadang-kadang",2,"Tidak bisa diskusi tatap muka","Materi Kuliah, Lainnya"
"20039","M0236","Perempuan","Teknik Informatika",4,3.4,4,2,"Laptop","Google Classroom",4,5,"Tidak Pernah","Chat",5,4,"Ya","Interaksi dosen","Tidak Pernah",3,"Gangguan teknis","Interaksi Mahasiswa"
"19772","M0237","Tidak ingin menyebutkan","Teknik Perminyakan",3,3.3,1,3,"Laptop","Google Classroom",3,4,"Jarang","Tidak Ada",5,3,"Tidak","Interaksi dosen","Selalu",4,"Kurang interaksi","Interaksi Mahasiswa"
"19491","M0238","Perempuan","Teknik Perminyakan",8,3.4,5,5,"Laptop","Google Classroom",5,5,"Kadang-kadang","Polling",4,5,"Ya","Interaksi dosen","Jarang",2,"Sulit fokus","Interaksi Mahasiswa, Lainnya"
"20068","M0239","Laki-laki","Teknik Informatika",2,2.4,2,2,"Laptop","Zoom",1,3,"Kadang-kadang","Chat",3,4,"Tidak","Bisa belajar lebih dalam","Jarang",2,"Koneksi internet lambat","Koneksi Internet, Materi Kuliah, Interaksi Dosen"
"20045","M0240","Tidak ingin menyebutkan","Teknik Perminyakan",6,3.2,4,1,"Laptop","Google Classroom",3,4,"Kadang-kadang","Polling",5,1,"Ya","Efisiensi","Selalu",1,"Kurang memahami materi sulit","Koneksi Internet"
"19804","M0241","Tidak ingin menyebutkan","Teknik Pertambangan",2,3.5,2,2,"Tablet","Google Classroom",1,1,"Kadang-kadang","Chat",5,4,"Tidak","Efisiensi","Kadang-kadang",1,"Sulit bertanya dengan bebas","Interaksi Mahasiswa, Kualitas Perangkat"
"19461","M0242","Tidak ingin menyebutkan","Teknik Perminyakan",4,2.5,2,1,"Smartphone","Zoom",2,5,"Sering","Chat",4,1,"Tidak","Bisa belajar lebih dalam","Jarang",1,"Sulit fokus","Materi Kuliah, Lainnya, Kualitas Perangkat"
"20068","M0243","Laki-laki","Teknik Perminyakan",7,3.4,1,3,"Laptop","Zoom",2,1,"Kadang-kadang","Breakout Rooms",5,1,"Ya","Fleksibilitas waktu","Jarang",3,"Kurang memahami materi sulit","Kualitas Perangkat, Koneksi Internet"
"19825","M0244","Tidak ingin menyebutkan","Teknik Informatika",1,2.2,1,4,"Laptop","Zoom",1,1,"Jarang","Polling",3,2,"Tidak","Akses materi daring","Tidak Pernah",1,"Gangguan teknis","Materi Kuliah, Interaksi Dosen, Kualitas Perangkat"
"19567","M0245","Perempuan","Desain Produk",1,3.5,3,2,"Tablet","Zoom",1,2,"Jarang","Chat",4,2,"Ya","Akses materi daring","Jarang",4,"Tidak bisa diskusi tatap muka","Kualitas Perangkat, Lainnya, Koneksi Internet"
"19706","M0246","Perempuan","Desain Produk",7,3.9,4,3,"Laptop","Google Meet",5,1,"Tidak Pernah","Polling",3,2,"Ya","Interaksi dosen","Jarang",5,"Koneksi internet lambat","Interaksi Mahasiswa, Materi Kuliah, Kualitas Perangkat"
"19758","M0247","Perempuan","Teknik Pertambangan",4,3.3,3,5,"Tablet","Zoom",3,2,"Jarang","Chat",4,3,"Ya","Bisa belajar lebih dalam","Jarang",5,"Sulit fokus","Interaksi Mahasiswa"
"19615","M0248","Tidak ingin menyebutkan","Teknik Pertambangan",1,3.3,2,4,"Smartphone","Zoom",3,4,"Selalu","Polling",1,4,"Tidak","Efisiensi","Kadang-kadang",5,"Sulit bertanya dengan bebas","Interaksi Dosen, Interaksi Mahasiswa, Materi Kuliah"
"19534","M0249","Laki-laki","Teknik Perminyakan",1,2.8,4,4,"Laptop","Google Classroom",1,2,"Kadang-kadang","Polling",2,1,"Ya","Bisa belajar lebih dalam","Kadang-kadang",2,"Sulit bertanya dengan bebas","Koneksi Internet, Materi Kuliah"
"19743","M0250","Laki-laki","Sains Data",5,2.3,3,1,"Smartphone","Google Meet",5,1,"Kadang-kadang","Breakout Rooms",1,5,"Tidak","Tugas yang menarik","Selalu",2,"Tidak bisa diskusi tatap muka","Lainnya, Interaksi Dosen, Interaksi Mahasiswa"
"19498","M0251","Perempuan","Desain Produk",6,2.9,1,2,"Smartphone","Google Meet",3,3,"Kadang-kadang","Polling",3,3,"Tidak","Efisiensi","Kadang-kadang",4,"Koneksi internet lambat","Materi Kuliah, Lainnya"
"19381","M0252","Perempuan","Desain Produk",1,2.2,3,5,"Laptop","Google Classroom",5,2,"Kadang-kadang","Breakout Rooms",2,3,"Ya","Efisiensi","Jarang",1,"Sulit fokus","Materi Kuliah, Koneksi Internet"
"19823","M0253","Tidak ingin menyebutkan","Desain Produk",2,3.5,4,3,"Smartphone","Zoom",4,5,"Jarang","Breakout Rooms",2,1,"Ya","Tugas yang menarik","Tidak Pernah",2,"Gangguan teknis","Kualitas Perangkat"
"19487","M0254","Perempuan","Desain Produk",3,2.7,1,5,"Smartphone","Google Meet",3,3,"Sering","Chat",4,5,"Ya","Tugas yang menarik","Jarang",4,"Gangguan teknis","Interaksi Dosen, Materi Kuliah"
"19522","M0255","Perempuan","Teknik Perminyakan",5,3.1,3,4,"Tablet","Google Classroom",3,2,"Tidak Pernah","Breakout Rooms",3,2,"Tidak","Fleksibilitas waktu","Kadang-kadang",2,"Sulit fokus","Interaksi Mahasiswa"
"20060","M0256","Laki-laki","Teknik Pertambangan",8,2.8,2,5,"Smartphone","Google Meet",5,2,"Sering","Chat",4,4,"Tidak","Efisiensi","Tidak Pernah",2,"Tidak bisa diskusi tatap muka","Interaksi Mahasiswa, Materi Kuliah, Lainnya"
"19945","M0257","Tidak ingin menyebutkan","Sains Data",8,2.4,2,4,"Laptop","Zoom",1,5,"Jarang","Chat",2,4,"Ya","Fleksibilitas waktu","Tidak Pernah",3,"Gangguan teknis","Lainnya, Kualitas Perangkat"
"19734","M0258","Laki-laki","Desain Produk",3,3.1,4,1,"Laptop","Google Meet",1,1,"Tidak Pernah","Breakout Rooms",4,3,"Tidak","Fleksibilitas waktu","Sering",2,"Tidak bisa diskusi tatap muka","Interaksi Dosen, Lainnya, Koneksi Internet"
"19527","M0259","Tidak ingin menyebutkan","Teknik Informatika",1,2.8,5,3,"Tablet","Zoom",4,2,"Sering","Chat",1,3,"Ya","Efisiensi","Kadang-kadang",1,"Koneksi internet lambat","Interaksi Dosen, Kualitas Perangkat"
"19802","M0260","Tidak ingin menyebutkan","Sains Data",7,3.7,5,3,"Tablet","Google Meet",1,2,"Selalu","Breakout Rooms",4,3,"Tidak","Fleksibilitas waktu","Kadang-kadang",5,"Gangguan teknis","Interaksi Dosen, Koneksi Internet, Materi Kuliah"
"20067","M0261","Tidak ingin menyebutkan","Desain Produk",7,2.2,5,4,"Laptop","Zoom",1,2,"Tidak Pernah","Chat",1,1,"Ya","Fleksibilitas waktu","Selalu",4,"Koneksi internet lambat","Interaksi Dosen"
"19591","M0262","Tidak ingin menyebutkan","Teknik Perminyakan",2,2.1,5,1,"Laptop","Google Meet",5,1,"Kadang-kadang","Polling",2,5,"Tidak","Tugas yang menarik","Selalu",2,"Kurang interaksi","Kualitas Perangkat"
"19779","M0263","Perempuan","Sains Data",5,2.3,4,4,"Tablet","Zoom",2,4,"Selalu","Chat",1,3,"Ya","Tugas yang menarik","Sering",1,"Kurang memahami materi sulit","Interaksi Mahasiswa, Koneksi Internet, Kualitas Perangkat"
"19865","M0264","Perempuan","Teknik Informatika",7,3.9,4,1,"Smartphone","Google Meet",1,2,"Sering","Tidak Ada",3,1,"Tidak","Fleksibilitas waktu","Jarang",1,"Gangguan teknis","Materi Kuliah"
"19421","M0265","Laki-laki","Teknik Informatika",3,2.9,5,1,"Laptop","Google Meet",4,2,"Sering","Chat",3,4,"Ya","Efisiensi","Jarang",4,"Gangguan teknis","Koneksi Internet, Interaksi Mahasiswa, Kualitas Perangkat"
"19437","M0266","Laki-laki","Teknik Informatika",8,3.3,4,5,"Smartphone","Zoom",3,5,"Jarang","Polling",1,3,"Tidak","Fleksibilitas waktu","Tidak Pernah",5,"Tidak bisa diskusi tatap muka","Interaksi Dosen, Kualitas Perangkat"
"19840","M0267","Tidak ingin menyebutkan","Desain Produk",1,2.1,1,2,"Tablet","Google Classroom",2,3,"Selalu","Chat",3,4,"Ya","Interaksi dosen","Jarang",4,"Kurang interaksi","Lainnya"
"19905","M0268","Perempuan","Desain Produk",2,2.9,1,3,"Smartphone","Google Classroom",1,4,"Sering","Breakout Rooms",2,5,"Tidak","Tugas yang menarik","Tidak Pernah",5,"Koneksi internet lambat","Lainnya"
"19832","M0269","Laki-laki","Teknik Pertambangan",2,2.1,2,3,"Tablet","Zoom",1,5,"Kadang-kadang","Chat",4,4,"Ya","Interaksi dosen","Selalu",1,"Kurang interaksi","Materi Kuliah, Lainnya, Kualitas Perangkat"
"19648","M0270","Perempuan","Teknik Perminyakan",4,3.2,4,1,"Tablet","Google Meet",4,5,"Sering","Chat",2,1,"Tidak","Bisa belajar lebih dalam","Kadang-kadang",2,"Tidak bisa diskusi tatap muka","Interaksi Mahasiswa"
"19700","M0271","Perempuan","Teknik Perminyakan",6,3.7,2,4,"Smartphone","Zoom",4,1,"Sering","Breakout Rooms",3,3,"Ya","Tugas yang menarik","Kadang-kadang",1,"Koneksi internet lambat","Koneksi Internet, Materi Kuliah"
"19680","M0272","Perempuan","Sains Data",4,2.4,4,4,"Smartphone","Google Meet",3,4,"Tidak Pernah","Tidak Ada",1,1,"Ya","Tugas yang menarik","Tidak Pernah",2,"Gangguan teknis","Interaksi Mahasiswa, Interaksi Dosen, Kualitas Perangkat"
"19836","M0273","Laki-laki","Teknik Perminyakan",3,2.6,5,4,"Tablet","Google Meet",2,4,"Selalu","Breakout Rooms",3,2,"Tidak","Interaksi dosen","Jarang",3,"Kurang memahami materi sulit","Lainnya"
"19917","M0274","Tidak ingin menyebutkan","Teknik Perminyakan",4,3.7,5,2,"Smartphone","Google Classroom",4,1,"Jarang","Chat",1,4,"Tidak","Akses materi daring","Selalu",4,"Koneksi internet lambat","Interaksi Mahasiswa, Kualitas Perangkat, Interaksi Dosen"
"19807","M0275","Tidak ingin menyebutkan","Sains Data",3,2.1,3,2,"Smartphone","Google Classroom",5,2,"Kadang-kadang","Tidak Ada",1,1,"Ya","Bisa belajar lebih dalam","Tidak Pernah",3,"Kurang interaksi","Lainnya, Koneksi Internet, Materi Kuliah"
"19468","M0276","Perempuan","Teknik Pertambangan",8,3.6,2,1,"Smartphone","Zoom",5,5,"Selalu","Tidak Ada",2,3,"Ya","Tugas yang menarik","Selalu",2,"Sulit bertanya dengan bebas","Interaksi Dosen, Lainnya"
"19674","M0277","Perempuan","Teknik Pertambangan",7,2.9,2,1,"Laptop","Google Classroom",4,3,"Jarang","Breakout Rooms",3,4,"Tidak","Interaksi dosen","Tidak Pernah",5,"Kurang memahami materi sulit","Kualitas Perangkat, Interaksi Dosen"
"19579","M0278","Perempuan","Teknik Perminyakan",4,2.2,5,5,"Laptop","Google Classroom",1,5,"Jarang","Polling",3,4,"Ya","Interaksi dosen","Sering",4,"Tidak bisa diskusi tatap muka","Interaksi Mahasiswa"
"19644","M0279","Laki-laki","Teknik Perminyakan",5,3.8,1,4,"Tablet","Zoom",4,3,"Selalu","Chat",2,3,"Ya","Akses materi daring","Jarang",4,"Koneksi internet lambat","Materi Kuliah"
"19942","M0280","Tidak ingin menyebutkan","Teknik Perminyakan",8,2.4,2,3,"Tablet","Google Meet",2,5,"Tidak Pernah","Polling",1,3,"Tidak","Efisiensi","Jarang",3,"Sulit fokus","Interaksi Mahasiswa, Kualitas Perangkat"
"19649","M0281","Laki-laki","Sains Data",2,3.5,2,1,"Smartphone","Google Classroom",1,3,"Sering","Tidak Ada",5,5,"Tidak","Efisiensi","Kadang-kadang",4,"Kurang memahami materi sulit","Lainnya, Interaksi Dosen"
"19583","M0282","Perempuan","Desain Produk",6,2.9,3,4,"Laptop","Google Classroom",5,2,"Tidak Pernah","Chat",2,3,"Tidak","Efisiensi","Kadang-kadang",4,"Kurang interaksi","Lainnya, Interaksi Dosen"
"20041","M0283","Tidak ingin menyebutkan","Teknik Pertambangan",5,3.3,1,5,"Smartphone","Google Classroom",1,4,"Kadang-kadang","Breakout Rooms",5,5,"Ya","Fleksibilitas waktu","Jarang",5,"Kurang interaksi","Materi Kuliah"
"19654","M0284","Laki-laki","Teknik Perminyakan",5,2.4,5,1,"Tablet","Google Classroom",2,4,"Kadang-kadang","Tidak Ada",4,4,"Ya","Tugas yang menarik","Sering",4,"Kurang interaksi","Interaksi Dosen, Koneksi Internet, Lainnya"
"19962","M0285","Laki-laki","Desain Produk",5,3.8,2,3,"Laptop","Zoom",3,3,"Sering","Breakout Rooms",1,1,"Tidak","Interaksi dosen","Kadang-kadang",2,"Kurang interaksi","Koneksi Internet, Lainnya, Interaksi Mahasiswa"
"19994","M0286","Perempuan","Sains Data",6,2.1,5,4,"Laptop","Google Classroom",2,1,"Tidak Pernah","Polling",4,5,"Ya","Akses materi daring","Kadang-kadang",1,"Sulit fokus","Lainnya, Interaksi Dosen, Kualitas Perangkat"
"19396","M0287","Tidak ingin menyebutkan","Desain Produk",3,2.4,2,2,"Smartphone","Google Classroom",5,4,"Tidak Pernah","Tidak Ada",1,3,"Tidak","Interaksi dosen","Selalu",4,"Gangguan teknis","Koneksi Internet, Materi Kuliah, Kualitas Perangkat"
"19594","M0288","Laki-laki","Sains Data",7,2.5,4,2,"Laptop","Google Meet",2,2,"Selalu","Tidak Ada",2,3,"Ya","Interaksi dosen","Kadang-kadang",4,"Kurang interaksi","Lainnya, Interaksi Dosen, Koneksi Internet"
"19522","M0289","Perempuan","Sains Data",3,3.5,3,4,"Tablet","Zoom",4,3,"Tidak Pernah","Tidak Ada",5,4,"Tidak","Tugas yang menarik","Kadang-kadang",3,"Kurang memahami materi sulit","Materi Kuliah"
"19976","M0290","Laki-laki","Teknik Perminyakan",4,2.8,5,1,"Smartphone","Zoom",2,1,"Jarang","Polling",2,3,"Tidak","Interaksi dosen","Tidak Pernah",3,"Kurang memahami materi sulit","Lainnya, Materi Kuliah, Interaksi Dosen"
"19390","M0291","Laki-laki","Desain Produk",3,2.6,4,4,"Smartphone","Google Meet",1,1,"Tidak Pernah","Tidak Ada",5,3,"Tidak","Interaksi dosen","Jarang",5,"Kurang memahami materi sulit","Interaksi Dosen"
"19440","M0292","Tidak ingin menyebutkan","Desain Produk",5,2.2,2,2,"Smartphone","Google Classroom",3,3,"Sering","Polling",1,2,"Tidak","Tugas yang menarik","Tidak Pernah",1,"Tidak bisa diskusi tatap muka","Materi Kuliah, Interaksi Mahasiswa, Koneksi Internet"
"19753","M0293","Tidak ingin menyebutkan","Teknik Perminyakan",1,3,1,5,"Laptop","Google Meet",1,2,"Jarang","Tidak Ada",5,2,"Ya","Akses materi daring","Selalu",2,"Tidak bisa diskusi tatap muka","Interaksi Mahasiswa, Kualitas Perangkat"
"19634","M0294","Tidak ingin menyebutkan","Desain Produk",3,2.9,3,2,"Smartphone","Google Meet",2,5,"Tidak Pernah","Chat",1,4,"Ya","Fleksibilitas waktu","Jarang",5,"Koneksi internet lambat","Interaksi Dosen"
"19566","M0295","Tidak ingin menyebutkan","Teknik Pertambangan",1,4,4,2,"Smartphone","Google Classroom",3,3,"Selalu","Tidak Ada",3,5,"Ya","Efisiensi","Jarang",1,"Koneksi internet lambat","Interaksi Mahasiswa, Materi Kuliah"
"19433","M0296","Tidak ingin menyebutkan","Teknik Pertambangan",8,2.3,2,5,"Smartphone","Google Meet",2,1,"Selalu","Breakout Rooms",3,1,"Ya","Akses materi daring","Sering",3,"Kurang memahami materi sulit","Lainnya, Interaksi Mahasiswa"
"19451","M0297","Perempuan","Teknik Pertambangan",1,3.7,3,2,"Smartphone","Google Meet",3,3,"Jarang","Tidak Ada",2,2,"Ya","Bisa belajar lebih dalam","Selalu",1,"Sulit fokus","Lainnya, Kualitas Perangkat, Interaksi Mahasiswa"
"19387","M0298","Tidak ingin menyebutkan","Teknik Perminyakan",8,2.1,5,4,"Smartphone","Google Classroom",3,5,"Kadang-kadang","Breakout Rooms",1,5,"Ya","Bisa belajar lebih dalam","Tidak Pernah",1,"Kurang interaksi","Interaksi Dosen, Koneksi Internet"
"19574","M0299","Perempuan","Teknik Pertambangan",1,3.6,1,1,"Smartphone","Google Meet",4,1,"Sering","Chat",1,4,"Ya","Bisa belajar lebih dalam","Tidak Pernah",5,"Koneksi internet lambat","Koneksi Internet"
"19532","M0300","Tidak ingin menyebutkan","Desain Produk",4,2.5,4,3,"Smartphone","Zoom",1,4,"Kadang-kadang","Tidak Ada",3,1,"Ya","Efisiensi","Selalu",4,"Gangguan teknis","Interaksi Dosen, Interaksi Mahasiswa, Materi Kuliah"
"19731","M0301","Perempuan","Teknik Pertambangan",8,2.3,2,3,"Laptop","Zoom",5,4,"Kadang-kadang","Polling",4,2,"Ya","Efisiensi","Kadang-kadang",4,"Tidak bisa diskusi tatap muka","Lainnya, Interaksi Mahasiswa"
"19680","M0302","Tidak ingin menyebutkan","Teknik Informatika",8,2.4,3,2,"Laptop","Google Meet",5,1,"Jarang","Chat",2,3,"Ya","Akses materi daring","Sering",3,"Koneksi internet lambat","Interaksi Dosen, Materi Kuliah, Lainnya"
"19472","M0303","Perempuan","Teknik Pertambangan",7,2.4,2,3,"Smartphone","Google Meet",3,2,"Jarang","Chat",4,2,"Tidak","Bisa belajar lebih dalam","Selalu",1,"Sulit bertanya dengan bebas","Koneksi Internet"
"19734","M0304","Perempuan","Teknik Perminyakan",3,3.9,2,5,"Laptop","Zoom",1,3,"Jarang","Polling",2,5,"Ya","Efisiensi","Kadang-kadang",5,"Kurang memahami materi sulit","Materi Kuliah, Kualitas Perangkat"
"19965","M0305","Tidak ingin menyebutkan","Sains Data",4,4,1,1,"Smartphone","Google Meet",4,2,"Selalu","Polling",4,5,"Tidak","Fleksibilitas waktu","Tidak Pernah",5,"Tidak bisa diskusi tatap muka","Koneksi Internet"
"19822","M0306","Perempuan","Teknik Perminyakan",8,2.6,2,4,"Tablet","Google Classroom",2,4,"Sering","Chat",3,3,"Tidak","Fleksibilitas waktu","Jarang",1,"Kurang memahami materi sulit","Koneksi Internet, Materi Kuliah"
"19715","M0307","Laki-laki","Desain Produk",8,2.3,5,3,"Laptop","Zoom",1,3,"Kadang-kadang","Chat",5,2,"Ya","Interaksi dosen","Tidak Pernah",2,"Kurang interaksi","Materi Kuliah"
"20039","M0308","Tidak ingin menyebutkan","Desain Produk",2,3.3,3,3,"Tablet","Google Classroom",1,3,"Jarang","Tidak Ada",4,4,"Tidak","Efisiensi","Sering",1,"Gangguan teknis","Interaksi Mahasiswa, Koneksi Internet"
"19781","M0309","Laki-laki","Teknik Informatika",7,3.2,5,2,"Smartphone","Zoom",1,1,"Kadang-kadang","Polling",2,4,"Ya","Tugas yang menarik","Tidak Pernah",5,"Gangguan teknis","Kualitas Perangkat, Interaksi Dosen, Materi Kuliah"
"19453","M0310","Tidak ingin menyebutkan","Teknik Perminyakan",2,2.7,1,4,"Smartphone","Google Meet",3,4,"Jarang","Polling",3,5,"Tidak","Tugas yang menarik","Selalu",1,"Sulit fokus","Kualitas Perangkat"
"19895","M0311","Perempuan","Teknik Perminyakan",8,3.6,1,4,"Smartphone","Google Classroom",2,3,"Sering","Breakout Rooms",4,3,"Ya","Tugas yang menarik","Selalu",1,"Koneksi internet lambat","Materi Kuliah, Interaksi Dosen"
"19754","M0312","Laki-laki","Sains Data",8,2.6,2,1,"Laptop","Google Classroom",4,3,"Jarang","Polling",3,5,"Tidak","Tugas yang menarik","Jarang",1,"Gangguan teknis","Lainnya, Koneksi Internet"
"19761","M0313","Laki-laki","Teknik Informatika",4,3.7,5,2,"Smartphone","Google Classroom",5,2,"Kadang-kadang","Chat",3,4,"Ya","Akses materi daring","Jarang",1,"Sulit bertanya dengan bebas","Koneksi Internet"
"19505","M0314","Tidak ingin menyebutkan","Teknik Pertambangan",8,2.3,4,4,"Smartphone","Zoom",2,3,"Sering","Chat",2,4,"Tidak","Tugas yang menarik","Jarang",2,"Sulit fokus","Interaksi Dosen, Koneksi Internet"
"19749","M0315","Laki-laki","Teknik Perminyakan",2,3.7,2,1,"Smartphone","Google Classroom",1,1,"Selalu","Breakout Rooms",3,1,"Ya","Fleksibilitas waktu","Sering",4,"Gangguan teknis","Interaksi Mahasiswa"
"20071","M0316","Perempuan","Teknik Pertambangan",6,2.1,4,1,"Laptop","Zoom",4,5,"Kadang-kadang","Polling",4,3,"Tidak","Akses materi daring","Selalu",3,"Sulit bertanya dengan bebas","Interaksi Dosen"
"19950","M0317","Tidak ingin menyebutkan","Teknik Informatika",2,2.9,4,2,"Smartphone","Google Classroom",1,4,"Kadang-kadang","Breakout Rooms",5,2,"Ya","Interaksi dosen","Tidak Pernah",4,"Sulit bertanya dengan bebas","Interaksi Dosen, Interaksi Mahasiswa"
"19804","M0318","Tidak ingin menyebutkan","Teknik Pertambangan",3,3.4,4,3,"Laptop","Google Meet",5,1,"Tidak Pernah","Breakout Rooms",3,3,"Ya","Tugas yang menarik","Tidak Pernah",2,"Gangguan teknis","Kualitas Perangkat"
"19695","M0319","Perempuan","Teknik Pertambangan",2,2.4,1,5,"Tablet","Google Classroom",2,1,"Kadang-kadang","Breakout Rooms",5,3,"Tidak","Akses materi daring","Jarang",4,"Kurang interaksi","Koneksi Internet, Lainnya"
"19600","M0320","Perempuan","Teknik Informatika",8,3.9,3,3,"Smartphone","Google Classroom",2,2,"Jarang","Tidak Ada",4,2,"Ya","Fleksibilitas waktu","Jarang",3,"Gangguan teknis","Kualitas Perangkat"
"19463","M0321","Perempuan","Sains Data",4,2.8,2,2,"Smartphone","Google Meet",1,3,"Jarang","Breakout Rooms",5,5,"Tidak","Tugas yang menarik","Selalu",2,"Sulit fokus","Kualitas Perangkat, Lainnya"
"19368","M0322","Tidak ingin menyebutkan","Sains Data",3,3.3,4,5,"Tablet","Zoom",4,3,"Sering","Chat",4,3,"Tidak","Efisiensi","Sering",5,"Kurang memahami materi sulit","Interaksi Dosen"
